PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,GP,PTS,FG_PCT,DREB,DEF_RATING,DEF_WS,Salary
202684,Tristan Thompson,CLE,1610612739,10,1.5,0.438,1,107.4,-0.218,"2,087,519"
1630639,A.J. Lawson,DAL,1610612742,10,1.1,0.444,0.2,109.8,-0.08,
203926,Doug McDermott,IND,1610612754,10,1.3,0.455,0.1,113.7,-0.185,"2,087,519"
1631114,Jalen Williams,OKC,1610612760,10,18.7,0.469,5.5,104.7,-0.865,"4,775,760"
1630598,Aaron Wiggins,OKC,1610612760,10,6.2,0.489,2.3,100,-0.318,"10,514,017"
1641717,Cason Wallace,OKC,1610612760,10,4.2,0.39,0.6,97.8,-0.382,"5,555,880"
1631119,Jaylin Williams,OKC,1610612760,10,4.4,0.485,2.8,105.8,-0.303,"2,019,699"
1631096,Chet Holmgren,OKC,1610612760,10,15.6,0.496,5.8,102,-0.753,"10,880,640"
1628378,Donovan Mitchell,CLE,1610612739,10,29.6,0.476,4.8,106.7,-0.924,"35,410,310"
1627777,Georges Niang,CLE,1610612739,10,2.8,0.22,0.9,113,-0.333,"8,500,000"
1630198,Isaiah Joe,OKC,1610612760,10,6.4,0.444,1.8,105.4,-0.405,"12,991,650"
1630173,Precious Achiuwa,NYK,1610612752,9,5.2,0.488,1.8,125.4,-0.697,"6,000,000"
1641716,Jarace Walker,IND,1610612754,9,0.9,0.3,0.3,113.3,-0.093,"6,362,520"
1628384,OG Anunoby,NYK,1610612752,9,15.1,0.505,5.2,119.3,-1.111,"36,637,932"
1628420,Mont?? Morris,MIN,1610612750,9,2.3,0.3,0.6,89.4,-0.115,"2,087,519"
202694,Marcus Morris Sr.,CLE,1610612739,9,6.1,0.458,2.6,114.2,-0.425,
1629004,Svi Mykhailiuk,BOS,1610612738,8,1,0.25,0.5,98.4,-0.078,"3,500,000"
1630214,Xavier Tillman,BOS,1610612738,8,1.5,0.625,1.3,95.5,-0.152,"2,237,691"
204001,Kristaps Porzi????is,BOS,1610612738,7,12.3,0.467,3.9,101.6,-0.493,"29,268,293"
202330,Gordon Hayward,OKC,1610612760,7,0,0,1.7,85.1,-0.08,
1628976,Wendell Carter Jr.,ORL,1610612753,7,7.6,0.404,5,100.5,-0.544,"11,950,000"
204060,Joe Ingles,ORL,1610612753,7,1.6,0.333,1.6,97.7,-0.179,"2,087,519"
1631094,Paolo Banchero,ORL,1610612753,7,27,0.456,6.6,99.1,-0.741,"12,160,800"
1630175,Cole Anthony,ORL,1610612753,7,5.1,0.317,1.9,94,-0.241,"12,900,000"
1631112,Kendall Brown,IND,1610612754,7,0.6,0.333,0.4,110.2,-0.092,
1630532,Franz Wagner,ORL,1610612753,7,18.9,0.408,5.4,98.5,-0.723,"7,007,092"
1629021,Moritz Wagner,ORL,1610612753,7,6.3,0.444,2.9,87.6,-0.199,"11,000,000"
1629026,Kenrich Williams,OKC,1610612760,7,0.6,0.25,1,101.6,-0.095,"6,669,000"
1628371,Jonathan Isaac,ORL,1610612753,7,6.3,0.41,3.4,98.7,-0.423,"25,000,000"
1630188,Jalen Smith,IND,1610612754,7,1.9,0.375,1,123.9,-0.214,"8,571,429"
1628365,Markelle Fultz,ORL,1610612753,7,6.4,0.588,1,90,-0.22,
1630591,Jalen Suggs,ORL,1610612753,7,14.7,0.402,3.6,99.4,-0.668,"9,188,385"
1630568,Luka Garza,MIN,1610612750,7,4.1,0.833,0.6,68.6,-0.01,"2,162,606"
201566,Russell Westbrook,LAC,1610612746,6,6.3,0.26,3.2,108.6,-0.502,"5,631,296"
201566,Russell Westbrook,LAC,1610612746,6,6.3,0.26,3.2,108.6,-0.502,"5,631,296"
1626192,Pat Connaughton,MIL,1610612749,6,4.5,0.44,3.3,110.1,-0.546,"9,423,869"
201976,Patrick Beverley,MIL,1610612749,6,8.2,0.41,2.7,121.6,-1.095,
202331,Paul George,LAC,1610612746,6,19.5,0.411,6.3,115.7,-1.063,"49,205,800"
201572,Brook Lopez,MIL,1610612749,6,17.7,0.587,2.5,125.3,-1.144,"23,000,000"
1626171,Bobby Portis,MIL,1610612749,6,16.5,0.484,8.7,114.7,-0.857,"12,578,286"
203486,Mason Plumlee,LAC,1610612746,6,3.2,0.389,2.2,109.4,-0.303,"2,087,519"
1629611,Terance Mann,LAC,1610612746,6,9.3,0.413,2.2,113.9,-0.884,"11,423,077"
200768,Kyle Lowry,PHI,1610612755,6,7,0.344,2.5,114.4,-0.82,"2,087,519"
202699,Tobias Harris,PHI,1610612755,6,9,0.431,5.7,115.9,-1.049,"25,365,854"
202692,Alec Burks,NYK,1610612752,6,14.8,0.5,2.7,128.5,-0.729,"2,087,519"
203954,Joel Embiid,PHI,1610612755,6,33,0.444,7.7,114.8,-1.155,"51,415,938"
1630178,Tyrese Maxey,PHI,1610612755,6,29.8,0.478,5,118.2,-1.347,"35,147,000"
1631111,Wendell Moore Jr.,MIN,1610612750,6,1.2,0.429,0.3,73,-0.016,"2,537,040"
1629599,Amir Coffey,LAC,1610612746,6,2.8,0.318,1.3,112.9,-0.531,"3,938,271"
1630194,Paul Reed,PHI,1610612755,6,1.5,0.444,1.2,125.9,-0.256,"7,723,000"
1627826,Ivica Zubac,LAC,1610612746,6,16.2,0.6,6.3,111.2,-0.832,"11,743,210"
201587,Nicolas Batum,PHI,1610612755,6,6.3,0.414,4.3,114.6,-0.828,"4,668,000"
201935,James Harden,LAC,1610612746,6,21.2,0.449,4,117.2,-1.176,"33,653,846"
203914,Gary Harris,ORL,1610612753,6,4.2,0.286,1.2,98.5,-0.526,"7,500,000"
1629011,Mitchell Robinson,NYK,1610612752,6,2.8,0.5,3,106.6,-0.466,"14,318,182"
1627736,Malik Beasley,MIL,1610612749,6,8.8,0.512,2.3,119.4,-0.709,"6,000,000"
203114,Khris Middleton,MIL,1610612749,6,24.7,0.482,7.2,116.9,-1.135,"31,666,667"
1629162,Jordan McLaughlin,MIN,1610612750,6,0.7,0.222,0.7,81.4,-0.049,"2,087,519"
1631260,AJ Green,MIL,1610612749,6,2.8,0.375,1.5,111.6,-0.314,"2,120,693"
1626162,Kelly Oubre Jr.,PHI,1610612755,6,13.2,0.484,2.5,115.1,-1.073,"7,983,000"
1626181,Norman Powell,LAC,1610612746,6,12.8,0.426,2.3,114.9,-0.859,"19,241,379"
1631107,Nikola Jovi??,MIA,1610612748,5,9.4,0.444,6.2,116.4,-0.743,"2,464,200"
1629130,Duncan Robinson,MIA,1610612748,5,2.6,0.313,1,129.9,-0.448,"19,406,000"
1626156,D'Angelo Russell,LAL,1610612747,5,14.2,0.384,2.6,107.6,-0.89,"18,692,307"
1629216,Gabe Vincent,LAL,1610612747,5,1.4,0.25,1.4,111.3,-0.371,"11,000,000"
1629639,Tyler Herro,MIA,1610612748,5,16.8,0.385,3.6,114.4,-1.058,"29,000,000"
201567,Kevin Love,MIA,1610612748,5,1.8,0.444,2.6,150,-0.319,"3,850,000"
1629312,Haywood Highsmith,MIA,1610612748,5,4.8,0.357,2.4,119,-0.774,"5,200,000"
1626166,Cameron Payne,PHI,1610612755,5,5.6,0.4,1.2,110.3,-0.317,"2,087,519"
1627752,Taurean Prince,LAL,1610612747,5,7.4,0.414,2.2,108.3,-0.559,"2,087,519"
1630579,Jericho Sims,NYK,1610612752,5,1.4,1,1,78.9,-0.05,"2,092,344"
1641748,Andre Jackson Jr.,MIL,1610612749,5,2.4,0.455,1.2,106.6,-0.298,"1,891,857"
2544,LeBron James,LAL,1610612747,5,27.8,0.566,6,113.2,-1.112,"48,728,845"
203915,Spencer Dinwiddie,LAL,1610612747,5,3,0.357,1.2,109.8,-0.387,"2,087,519"
1631169,Josh Minott,MIN,1610612750,5,1.2,0.222,0.8,70.3,-0.014,"2,019,699"
1630559,Austin Reaves,LAL,1610612747,5,16.8,0.476,2.8,116.3,-1.009,"12,976,362"
1628389,Bam Adebayo,MIA,1610612748,5,22.6,0.495,7.2,113.8,-1.071,"34,848,340"
1628997,Caleb Martin,MIA,1610612748,5,11.6,0.467,2.6,117.6,-1.062,"8,149,001"
1629060,Rui Hachimura,LAL,1610612747,5,7.8,0.395,2.6,115.2,-0.855,"17,000,000"
203076,Anthony Davis,LAL,1610612747,5,27.8,0.634,12.6,114.8,-1.178,"43,219,440"
